title,tag,info,comments,content
最好金龟换酒,豆瓣图书标签: 游记,傅真 / 中信出版社 / 2013-11 / 39.80元,(5446人评价),"《藏地白皮书》作者 、“最好金龟换酒”博主 傅真，兼具爱恨情仇与人生思考的文字，讲述平凡生活中的不灭梦想 。
刘瑜、和菜头 快意推荐 。
惊觉迷失在世俗标准..."
罗摩桥,豆瓣图书标签: 游记,郑宸 / 生活·读书·新知三联书店 / 2011-10-1 / 38.00元,(1828人评价),该书是“郑宸旅行图文小说系列”的第一部，讲述了主人公“我”和旅伴“大吉岭小姐”的印度旅行故事。“我”是一名来自北京的年轻旅行者，沉默腼腆敏感，每天都要通过电...
理想的下午,豆瓣图书标签: 游记,舒国治 / 广西师范大学出版社 / 2010-1 / 27.00,(14209人评价),"旅行散文登峰造极之作
压根儿就是“旅行文学”的代名词
甫出书，便已经成为经典
台湾文学青年人手一册的接头暗号
舒国治首部简体版作品
梁文道专文推介
信步由之..."
﻿遇见未知的自己,豆瓣图书标签: 灵修,张德芬 / 华夏出版社 / 2008-1 / 29.00,(53836人评价),"故事从“冬天的雨夜，在荒郊野外的山区，一个没有手机、没有汽油的孤单女人”开始。
若菱，自名校毕业，拥有令人羡慕的工作，但心中却不时的自问：为什么我不能拥有想..."
新世界,豆瓣图书标签: 灵修,[德] 艾克哈特·托尔 / 张德芬 / 南方出版社 / 2012-2 / 28.00元,(4514人评价),自远古以来，花朵、水晶、宝石和鸟类对人类心灵就一直有着重要意义。它们对人类之所以会有如此特殊的重要意义，以及人类之所以会对它们如此着迷并感觉亲切，就是因为它...
超越死亡,豆瓣图书标签: 灵修,[美] 肯·威尔伯 / 胡因梦、刘清彦 译、许金声 审校 / 生活·读书·新知三联书店 / 2006-3 / 39.00元,(3179人评价),美丽、活泼、聪慧的女子崔雅，三十六岁邂逅肯·威尔伯．彼此一见钟情，于是喜结良缘。然而就在婚礼前夕，崔雅却发现患了乳癌，于是一份浪漫而美好的因缘，引发出了两人...
生命之书,豆瓣图书标签: 灵修,〔印度〕克里希那穆提著 / 胡因梦 / 译林出版社 / 2011-6-1 / 36.80元,(2597人评价),本书是克氏教诲的精选，诸多内容内地读者都不曾接触。对于尚未领略克氏智慧之光的人而言，它是最佳入门读物，深入浅出，完整详实。对于已经入门的读者而言，它是深化之...
当下的力量,豆瓣图书标签: 灵修,[德] 埃克哈特·托利 / 曹植 / 中信出版社 / 2009-1 / 26.00,(5875人评价),"曾经，有一位乞丐在路边坐了三十多年。
一天，一位陌生人经过。
这位乞丐机械地举起他的旧棒球帽，喃喃地说：“给点儿吧。”
陌生人说：“我没有任何东西可以给你。..."
改变，从心开始,豆瓣图书标签: 灵修,罗伊•马丁纳 / 胡因梦 / 云南人民出版社 / 2009-8-1 / 32.00元,(1683人评价),"《改变,从心开始:学会情绪平衡的方法》的作者罗伊•马丁纳是另类医学专家，是真正懂得身心平衡的实修者。主张从身心灵各个角度探讨情绪：第一部分“行动中的能量”，..."
与神对话（第一卷）,豆瓣图书标签: 灵修,尼尔·唐纳德·沃尔什 / 李继宏 / 上海书店出版社 / 2009年7月 / 28.00元,(5848人评价),尼尔•唐纳德•沃尔什撰写的《与神对话》丛书共有九部作品，第一部是1995年在美国出版的《与神对话》（第一卷）。该书出版之后，很快成为年度最畅销的图书之一，连...
秘密,豆瓣图书标签: 灵修,[澳] 朗达·拜恩 / 谢明宪 / 中国城市出版社 / 2008-11 / 32.00,(27586人评价),《The Secret 秘密》是一本心灵励志书。本书作者朗达·拜恩是澳大利亚电视工作者，有一年，父亲突然去世、工作遭遇瓶颈、家庭关系也陷入僵局，就在人生跌至...
生命的轨迹,豆瓣图书标签: 灵修,史蒂芬•阿若优 / 胡因梦 / 云南人民出版社 / 2007年12月 / 38.00元,(1540人评价),本书提供了一整套奠基于荣格心理学和东方哲学的深度占星方法，目的在于帮助读者运用占星学来认识个体在宇宙中的生命轨迹，从而达成个人的转化，并促进灵性与心理上的成...
观呼吸,豆瓣图书标签: 灵修,德宝法师 / 赖隆彦 / 海南 / 2009-8 / 25.00元,(574人评价),《平静的第一堂课:观呼吸》讲述了：呼吸是一个人人皆拥有且可供专注的对象。呼吸是生命的基础，观察呼吸，不仅加深对生命本身的认识，还会让心变得稳定、敏锐和专注。...
人间是剧场,豆瓣图书标签: 灵修,宗萨蒋扬钦哲仁波切 / 新星出版社 / 2010-10 / 38.00元,(2565人评价),"立品图书2010年10月出版。
立品小站http://site.douban.com/108758/
修行的真正目的，是学会控制自心，使心不受外在事物的操控..."
简单冥想术：激活你的潜在创造力,豆瓣图书标签: 灵修,[英] 安迪•普迪科姆（Andy Puddicombe） / 林盛 / 电子工业出版社 / 2014-3 / 35.00,(126人评价),"每天只要拿出10分钟时间，你就能通过冥想放松身心。
本书分享的冥想技巧简单易学，却十分有效、便于理解，能随时随地实现。这些强大的冥想技巧的确会产生神奇的功效..."
次第花开,豆瓣图书标签: 灵修,希阿荣博堪布 / 海南出版社 / 2017-1 / 39.80元,(1169人评价),"★《次第花开》2017修订版新增上师亲笔再版序言，可作为读者最亲切的导读。
★希阿荣博堪布写给现代读者的人生指南，也是现代人安顿心灵的智慧之书。
★希阿荣博..."
意识光谱,豆瓣图书标签: 灵修,【美】肯•威尔伯 / 杜伟华、苏健 / 万卷出版公司 / 2011-7-1 / 65.00元,(335人评价),《意识光谱》一书是超个人心理学大师肯•威尔伯闭关3个月完成的发轫之作，他将人类意识本质比喻成彩虹光谱，从阴影到自我，再上升至心智与灵魂，最终证入不二境界的灵...
亲密关系,豆瓣图书标签: 灵修,[加] 克里斯多福·孟 / 余惠玲、张德芬 / 山西经济出版社 / 2011-3 / 28.00元,(1913人评价),《亲密关系:通往灵魂的桥梁》简介：在爱与被爱的过程中，我们都曾经历过痛苦、恐惧，也体验过狂喜与极乐，我们渴望建立永恆真挚的亲密关係，却又害怕再度受伤。《亲密...
事事本无碍,豆瓣图书标签: 灵修,肯恩．威爾伯 / 若水 / 光啟文化事業 / NT$190,(311人评价),"事事本無礙
前言（Ken Wilber)
此書首在反省那始終在人們心中作祟的疏離心態。我們常把當下的生活經驗，分解得支離破碎，還劃定各種界限，不僅離間自我，..."
性、生态、灵性,豆瓣图书标签: 灵修,肯·威尔伯 / 李明 / 中国人民大学出版社 / 2009-6-1 / 88.00元,(350人评价),《性、生态、灵性》讲述了：在这次极富学识和洞察力的思想之旅中，肯·威尔伯探索了从物质到生命、从生命再到心智的进化过程。他描述了进化在物质、生命和心智这三个领...
一味,豆瓣图书标签: 灵修,[美] 肯·威尔伯（Ken Wilber） / 胡因梦 / 深圳报业集团出版社 / 2010.8 / 58.00元,(779人评价),本书为超个人心理学大师肯•威尔伯1997年至1998年一年间的日记，其中不仅记录了他的日常生活、工作和修行，他与美国心理学界以及灵修圈的交往，美国当时文化、...
脈輪全書,豆瓣图书标签: 灵修,艾諾蒂．朱迪斯、Anodea Judith / 林熒 / 積木文化股份有限公司 / 2013-9-17 / NT$580,(96人评价),"西方脈輪經典大作《脈輪全書》最新版
完整闡述脈輪系統經典之作、脈輪系統入門使用指南！
幫助您成長、療癒和蛻變
帶來更健康的身心、更多的能量、更強的創造力
讓..."
一念之转,豆瓣图书标签: 灵修,[美] 拜伦·凯蒂、史蒂芬·米切尔 / 周玲莹 / 华文出版社 / 2009-9 / 28.00元,(1001人评价),在不可思议的过程中，《一念之转:四句话改变你的人生》提供你所必须学习的一切，并找到凯蒂所说“做真相的情人”的那份喜乐与自由。仅用四句问话，教我们以全新的眼光...
﻿只有医生知道!,豆瓣图书标签: 健康,张羽 / 江苏人民出版社 / 2013-1 / 35.00元,(9076人评价),这是一本有关女性的百科全书。抱着“大医治未病”的愿景，作者通过一个个生动的故事，在幽默而不乏温情的叙述中，力图帮助女性真正了解自己的身体，懂得爱护并且知道如...
这书能让你戒烟,豆瓣图书标签: 健康,亚伦•卡尔 / 严冬冬 / 吉林文史出版社 / 2008 / 29.00元,(2471人评价),"用一本书就可以戒烟？别开玩笑了！
如果你读过了，就不会这么说了。“这本书能让你戒烟”，这不仅仅是一个或几个烟民的体会，而是1000万成功告别烟瘾的人的共同心..."
人体的故事,豆瓣图书标签: 健康,[美] 丹尼尔·利伯曼 / 蔡晓峰 / 浙江人民出版社 / 2017-6-1 / 89.90,(78人评价),"·这是一部从现代语境出发、回溯人类历史的人体进化简史，一本从进化、健康与疾病的相互关系着手、审视人体命运的权威著作。
·作为哈佛大学进化生物学教授，作者丹尼..."
囚徒健身,豆瓣图书标签: 健康,保罗·威德 / 谷红岩 / 北京科学技术出版社 / 2013-10-1 / 79.00元,(3852人评价),这不是一本教你练出“可爱肌肉”的书，而是一本教你练出能用的力量、极限的力量、生存的力量的书。作者保罗?威德在美国最严酷的监狱中度过了19年，在其中逐渐挖掘出...
吃货的生物学修养,豆瓣图书标签: 健康,王立铭 / 清华大学出版社 / 2016-9-1 / 45,(286人评价),食物空前丰富的工业社会，反而成了引发疾病的导火索。当人们真正了解了王立铭所著的《吃货的生物学修养》一书中讲述的这段历史和历史背后的故事，也一定可以从中获得科...
肠子的小心思,豆瓣图书标签: 健康,【德】朱莉娅·恩德斯 / 钱为 / 江苏凤凰科学技术出版社 / 2016-1 / 38.00元,(783人评价),"【内容简介】
《肠子的小心思》是德国图书界的黑马，口嫌体正直的德国人，一面对粑粑说着“不要不要”，一面看得好污好欢乐。原来，德国人觉得理所当然的马桶竟是痔疮..."
无器械健身,豆瓣图书标签: 健康,马克·劳伦、乔舒亚·克拉克 / 北京科学技术出版社 / 2012-9-1 / 49.00元,(1528人评价),无器械健身：用自身体重锻炼，ISBN：9787530459928，作者：（美）马克·劳伦，乔舒亚·克拉克 著 蔡杰 译
女性健康私密书,豆瓣图书标签: 健康,[日]赤枝恒雄、石河亚纪子、土屋真弓 野田顺子 / 孙丽平 / 华夏出版社 / 2012-2 / 18.00元,(102人评价),《女性健康私密书》是日本赤枝六本木诊所所长赤枝恒雄领衔，携三位妇科、性教育领域专家用爱心与耐心共同完成的一本短小精悍但通俗、实用的女性健康随身速查手册，涵盖...
乳房,豆瓣图书标签: 健康,[美] 弗洛伦斯·威廉姆斯 / 庄安褀 / 华东师范大学出版社 / 2017-2 / 49.8,(73人评价),本书从一个母乳喂养孩子的故事开始，新手妈妈弗洛伦斯无意中发现母乳除了拥有各种美好成分之外，竟还含有许多环境毒素。这些原本不该出现的工业化学物质为什么会跑到自...
酸痛拉筋解剖书,豆瓣图书标签: 健康,[澳]布拉德·沃克 / 郭乃嘉、牟延晨 / 北京联合出版公司·后浪出版公司 / 2015-11 / 60.00元,(163人评价),"你的私人拉筋保健指南
第一本拉筋与肌肉解剖学相结合的专业图解书
【编辑推荐】
本书是第一本拉筋与肌肉解剖学相结合的专业图解书，以基础解剖学及人体生理学为基础..."
硬派健身,豆瓣图书标签: 健康,斌卡 / 湖南文艺出版社 / 2015-6-1 / 48.00元,(2977人评价),"十年前，我开始了自己的健身训练。然而，我却走了不少弯路，听信了不少错误的传言。
十年间，我发现这世界有太多的人云亦云，太多的误人子弟，太多的急功近利，太多的..."
消失的微生物,豆瓣图书标签: 健康,［美］马丁•布莱泽 / 傅贺、严青（校） / 湖南科学技术出版社 / 2016-7-1 / 48.00,(284人评价),为什么现在的孩子越来越高、越来越胖？为什么青少年糖尿病越来越多、发病年龄越来越小？为什么越来越多的现代人患上了哮喘、过敏性鼻炎以及五花八门的食物过敏？种种“...
核心基础运动,豆瓣图书标签: 健康,[美]埃里克·古德曼、彼得·帕克 / 阎惠群 / 北京联合出版公司·后浪出版公司 / 2015-6 / 58.00元,(162人评价),"风靡全美：用人体天生设定好的方式，正确使用你的身体！
一切肢体动作的根本，两周摆脱腰背疼痛，达到体能高峰！
长踞美国亚马逊运动类图书热销榜！
奥斯卡影帝马修..."
吃的真相,豆瓣图书标签: 健康,云无心 / 重庆出版社 / 2009年11月 / 28.00元,(4969人评价),"《吃的真相》：欧阳应霁推崇的新美食学教材，美国食品工程博士破除国人饮食的迷信与偏见。饭桌上的盲从恐慌，都根源于不明真相。
任何一种食物都含有“多种氨基酸、多..."
中国居民膳食指南,豆瓣图书标签: 健康,中国营养学会 / 西藏人民出版社 / 2010-12 / 29.80元,(310人评价),《中国居民膳食指南》送给您的3件健康“法宝”：一般人群的10条膳食纪律，提要阐述中国营养学会百名专家为普通中国居民量身打造的每一条膳食指南的中心内容，进而科...
病者生存,豆瓣图书标签: 健康,沙伦·莫勒姆 / 邵毓敏 / 广西科学技术出版社 / 2007-10 / 19.80元,(1134人评价),《病者生存》告诉我们：糖尿病是人类挺过冰河期的秘密武器吗？日光浴真能降低胆固醇吗？母亲在怀孕初期吃垃圾食品，婴儿更容易出现肥胖症吗？这些问题你也许想都不曾想...
植物性饮食革命,豆瓣图书标签: 健康,[美] 马可·博尔赫斯 / 赵燕飞 / 后浪丨北京联合出版公司 / 2017-7 / 42.00元,(35人评价),"《纽约时报》畅销书，知名歌手碧昂丝作序推荐
65个美味全素食谱，38种植物蛋白来源，22天体验惊人变化
...................
※编辑推荐※..."
拉伸,豆瓣图书标签: 健康,鲍勃·安德森 / 边然 / 北京科学技术出版社 / 2010-10 / 32.00元,(641人评价),《拉伸:最好的运动》内容简介：拉伸，最好的运动——任何人在任何时间和地点都可以进行的简单和柔和的运动。现代人越来越有健康意识，而健康的指标之一，就是筋骨柔软...
西尔斯健康育儿百科,豆瓣图书标签: 健康,【美】威廉•西尔斯、【美】 玛莎•西尔斯、【美】罗伯特•西尔斯 / 阳曦 / 九州出版社· 阳光博客 / 2015-6 / 49.80元,(135人评价),"编辑推荐：
从《西尔斯亲密育儿百科》到《西尔斯健康育儿百科》——《西尔斯亲密育儿百科》出版之后，有很多读者反馈只有100多页的健康部分满足不了自己的需求，在..."
轻断食,豆瓣图书标签: 健康,[英]麦克尔•莫斯利 医学博士 Dr. Michael Mosley、[英]咪咪•史宾赛 Mimi Spencer / 谢佳真 / 广东科技出版社 / 2014-6-1 / 36.80元,(2780人评价),"◆大S、章子怡、杨幂、姚晨、乐嘉、蔡澜、张德芬、碧昂丝、卷福、珍妮弗洛佩兹、辣妹维多利亚、帕丽斯希尔顿，全球顶级明星正在轻断食！
◆《纽约时报》两个整版报道..."
﻿外婆的道歉信,豆瓣图书标签: 情感,[瑞典] 弗雷德里克·巴克曼 / 孟汇一 / 天津人民出版社 / 2017-5 / 42.00元,(3019人评价),"内容简介：
七岁的爱莎有个古怪又疯狂的外婆，会埋伏在雪堆里吓唬邻居，把重要的事情记在墙上因为墙不会丢，半夜从医院溜出来带着爱莎翻进动物园，在阳台上用彩弹枪射..."
爱的艺术,豆瓣图书标签: 情感,[美] 艾·弗洛姆 / 李健鸣 / 上海译文出版社 / 2008-4 / 15.00元,(14936人评价),《爱的艺术》是德裔美籍心理学家和哲学家、法兰克福学派重要成员艾里希-弗洛姆最著名的作品，自1956年出版至今已被翻译成32种文字，在全世界畅销不衰，被誉为当...
非暴力沟通,豆瓣图书标签: 情感,[美] 马歇尔·卢森堡 / 阮胤华 / 华夏出版社 / 2009-1 / 29.00元,(6148人评价),作为一个遵纪守法的好人，也许我们从来没有想过和“暴力”扯上关系。不过如果稍微留意一下现实生活中的谈话方式，并且用心体会各种谈话方式给我们的不同感受，我们一定...
莉莉和章鱼,豆瓣图书标签: 情感,[美] 史蒂文·罗利 / 祝文亭 / 江苏凤凰文艺出版社 / 2017-7-5 / 42.00,(1192人评价),"我们这一生注定会得到很多很多爱，这让我们变得强大而温柔。
·
这是莉莉和章鱼的故事。
莉莉是一条腊肠犬，章鱼是她脑袋上的肿瘤。
当莉莉的主人泰德发现这一切的..."
喜宝,豆瓣图书标签: 情感,亦舒 / 新世界出版社 / 2007-2 / 22.00元,(43349人评价),读书就是这样好，无论心不在焉，板着长脸，只要考试及格，就是一个及格的人。你试着拉长脸到社会去试一试。这是一个卖笑的社会。除非能够找到高贵的职业，而高贵的职业...
每天早上和你一起醒来,豆瓣图书标签: 情感,五十块、蔡要要 / 作家出版社 / 2017-3-15 / 45.00,(224人评价),2014年，长居厦门的蔡要要收获了爱情，和男朋友五十块来到了帝都北京。两个人，决心在忙碌的生活中好好经营爱情，蔡要要也萌发了给男友做365顿不重样的早餐的念...
情感暴力,豆瓣图书标签: 情感,[日] 加藤谛三 / 井思瑶 / 江苏凤凰文艺出版社 / 2017-7 / 38.00,(121人评价),"生活中，你往往会听到这样的话：
考这么多分，还不如去死。
你不嫌丢人，我还嫌丢人呢！
你就是个吃软饭的。
我都是为你好。
奇怪的是，这些如刀子一般锋利的话，..."
我偏爱那些不切实际的浪漫,豆瓣图书标签: 情感,银谷 / 人民交通出版社股份有限公司 / 2017-6-1 / 38.00,(107人评价),"你有多久没有好好大笑或大哭一场了？
这是你只要看一个开头，就会让你立刻爱上的文字！
豆瓣人气作者银谷新作，一本超现实主义，想象力爆棚的浪漫故事集，每一个故事..."
看不见的爱,豆瓣图书标签: 情感,[英]S.D.罗伯森 / 杨泱 / 北京联合出版公司 / 2017-6-1 / 45.00,(45人评价),"如果不得不说再见，
你会如何离开你最爱的人？
威廉·柯蒂斯六岁的女儿艾拉知道她父亲永远不会离开她。
毕竟，当艾拉的母亲去世时，威廉答应她这一生威廉都会陪在她..."
萤火虫小巷,豆瓣图书标签: 情感,[美]克莉丝汀·汉娜 / 康学慧 / 百花洲文艺出版社 / 2015-11-1 / 36.00元,(3567人评价),"她知道，只要说“我需要你”，好朋友就永远会在。
塔莉，美丽聪明，却行为叛逆，总是人们目光的焦点，但没有人知道，她一直活在被母亲抛弃的阴影中，更害怕一直照顾她..."
恋人絮语,豆瓣图书标签: 情感,[法]罗兰·巴特 / 汪耀进、武佩荣 / 上海人民出版社 / 2009-06-01 / 24.00元,(4605人评价),《恋人絮语》是一部无法用传统体裁定性的奇书。作者在此尝试了一种高度神经质的“发散性”行文，糅思辨与直接演示为一体。这是一种“散点透视”的“零度写作”。恍如一...
爱得太多的女人,豆瓣图书标签: 情感,[美] 罗宾·诺伍德 / 庞湃 / 北京联合出版公司 / 2011-11 / 28.00元,(453人评价),“我们女人的很多不幸，都是因为爱得太多了。”《爱得太多的女人》是美国心理治疗师罗宾•诺伍德的经典之作。在书中，她一边讲述那些“爱得太多的女人”的故事，一边进...
我有个恋爱想和你谈下,豆瓣图书标签: 情感,烟波人长安 / 江苏凤凰文艺出版社 / 2015-6-1 / 36,(1282人评价),"什么时候爱情变成了奢侈品？什么时候开始，我们不敢认认真真地谈情说爱？
任何一段感情，如果让你回忆起来心存感激或让自己变好的话，说明你没遇错人，你们之间的相遇..."
你是我的命运,豆瓣图书标签: 情感,[日] 白石一文 / 刘姿君 / 四川文艺出版社 / 2016-5 / 36.80,(906人评价),"◎有每个你我的悲喜过往，有每颗真心的倔强柔软
◎跨越十年的爱情成长，女人20~40岁的人生剧本
◎继村上春树、吉本芭娜娜后，日本中生代重要作家之一；让渡边淳..."
男人来自火星 女人来自金星,豆瓣图书标签: 情感,[美] 约翰·格雷 / 于海生 / 吉林文史出版社 / 2005-3 / 28.00元,(11220人评价),《男人来自火星 女人来自金星》是一本有助于改善夫妻关系、保持美满婚姻，使夫妻结伴走完人生旅途的通俗性的心理自助读物。英文版于1992年在美国首次出版。出版后...
原谅石,豆瓣图书标签: 情感,[美] 洛里·斯皮尔曼 / 严丽娟 / 九州出版社 / 2017-2 / 39.80元,(251人评价),二十年前，一个十三岁的女孩，为了挽回执意离婚的母亲，对一个男人提出了指控。她演了一场戏，却不知道怎么停下来。这故事一半真实、一半虚构，但她不确定哪些是真哪些...
爱的五种语言,豆瓣图书标签: 情感,盖瑞·查普曼 / 王云良 / 中国轻工业出版社 / 2006-1 / 20.00元,(2170人评价),《爱的五种语言》值得婚前的恋爱男女阅读，更值得已婚的夫妻阅读，在离婚率高涨的今天，这本书实在是无价的。《爱的五种语言》持续50周出现在《出版者周刊》的畅销书...
像我这样笨拙地生活,豆瓣图书标签: 情感,廖一梅 / 中信出版社 / 2011-10-1 / 29.80元,(15385人评价),她写的，她说的，廖一梅总有某句话刺痛你，燃烧你，击中你心中柔软的某处，让你铭记不忘。特立独行的剧坛才女，文艺青年的精神偶像，盛产金句的剧作家，继《琥珀》《恋...
请你永远记得我,豆瓣图书标签: 情感,江凌 / 北京联合出版公司 / 2017-4 / 38.00元,(71人评价),"我们总是在遗忘，却又害怕被遗忘；十二个故事，十二种人生的可能，一部城市漂泊者的心灵歌集。
如果有一天，你想听关于我喜欢一个人的故事，那或许会让你有些失望。不..."
世上另一个我(修订版),豆瓣图书标签: 情感,[美] 萨拉·帕坎南 / 胡绯 / 湖南文艺出版社 / 2015-9 / 38.00元,(3656人评价),林赛有一个美丽漂亮的双胞胎姐姐亚历克斯，一个在她生命里扮演了重要角色的人，一个让她羡慕、嫉恨了二十多年的人。亚历克斯永远性感美丽、光彩照人，轻易就能得到父母...
﻿巧手折一折,豆瓣图书标签: 手工,[日] 中村开己 / 李杨 / 河南科学技术出版社 / 2011-3 / 26.00元,(46人评价),这将是一本让您一生也无法忘记的纸艺手工书！巧妙的设计、惟妙惟肖的趣味性和与众不同的创意，一定会给您枯燥无味的生活带来无限的欢乐！无论你是一个呆在家中不善长交...
彼得·科恩木工基础,豆瓣图书标签: 手工,彼得·科恩 / 王来、马菲 / 北京科学技术出版社 / 2013-1-1 / 49.80元,(546人评价),彼得·科恩木工基础，ISBN：9787530463048，作者：彼得·科恩 著 王来，马菲 译
折纸大全,豆瓣图书标签: 手工,(英)瑞克·比奇 / 张舟娜 译 / 黑龙江科学技术出版社 / 2007-5 / 68.00元,(449人评价),"图书目录
折纸艺术的历史
传统与创新
手工折纸的经典之作
名作展示
纸张、技巧和基础折纸
纸张
折纸工具和准备
技巧和建议
基础形折叠
传统的折纸作品
纸鹤..."
女孩子的手编小饰品111款,豆瓣图书标签: 手工,（日）靓丽出版社编著 / 张静 / 河南科学技术出版社 / 2011-1 / 25.00元,(120人评价),本书收录了111款缎带、蕾丝、尼龙绳和棉绳等常用材料制作的项链、手链、脚链、手机挂链等小饰物，大部分作品都是目前亚洲、欧洲、美洲最流行的款式，每一款设计都独...
手作族一定要会的缝纫基本功,豆瓣图书标签: 手工,靓丽出版社 / 书锦缘 / 2010-2 / 32.80元,(251人评价),为布艺玩家献上的最贴心的缝纫书！能够将情趣布艺完美地融入普通的日常生活是入门新手和资深玩家们共同的目的。本书详尽地介绍了各种实用的基础缝纫知识和能够让你在布...
刺绣针法百种简史与示范,豆瓣图书标签: 手工,粘碧華著 / 雄獅圖書 / 2003年01月28日 / NT$ 540,(36人评价),古今針法的演變，無不由簡明走向繁複，由清晰走向駁雜，且有其一定的「秩序感」可追尋。
橡皮章中毒,豆瓣图书标签: 手工,阿朴 / 黑龙江美术出版社 / 2013-4-1 / 25.00元,(322人评价),"一小块橡皮，
一把刻刀
和一点小心思
就能制作出时髦、有趣又独具特色的图章
“章子姨”阿朴带你一起加入玩橡皮章大军
·各种刻章工具贴心推荐
·分享百分百玩章..."
最简单的家庭木工,豆瓣图书标签: 手工,木工编辑組 / 朱雀文化事业有限公司 / 2006。10。01 / 280 TWD,(147人评价),一本給不懂木工的人看了也能轻轻松松做家具的木工教学书。 想省钱又想要一个美观又兼具实用的木质家具？ 由9个木工达人严选24个兼具实用及收納功能的质感家具，一...
大人的科学：流光幻彩折纸灯,豆瓣图书标签: 手工,日本学研教育出版 / 武岳 / 北京联合出版公司 / 2014-4-1 / 199.00元,(56人评价),"★10年畅销200万套的日本科学手作第一品牌，继首轮火爆上市后，第二季新品重磅登场！
★传统纸艺与现代光学令人惊叹的结合，重温童年折纸、点灯的乐趣！
★外形..."
最详尽的缝纫教科书,豆瓣图书标签: 手工,河合公美子 / 杨彩群 / 河南科学技术出版社 / 2013-6 / 36.00元,(46人评价),这是一本不可多得的缝纫基本功教科书。从缝纫机的细分和如何挑选缝纫机，以及对布料的认识和准备布料的过程，到缝纫过程中的答疑解惑，全书搭配真实细节照片和缝纫步骤...
爱上有缝纫机的日子,豆瓣图书标签: 手工,栗田佐穗子 编 / 李盛 / 河南科学技术出版社 / 2012-6-5 / 29.80元,(98人评价),《爱上有缝纫机的日子》是一本缝纫的基础大全集。《爱上有缝纫机的日子》介绍了很多关于缝纫机的使用技巧，从缝纫机的种类、构造、缝纫必备的各种道具、对各种布料质地...
缝纫基础知识,豆瓣图书标签: 手工,Cy Decosse Incorporated / 1996 / 68.0,(29人评价),"专业人员与你分享他们的秘诀-----使你的缝纫工作简单化并更有乐趣
在这里,你可以发现缝纫专家,包括专业的裁缝师.制造商和设计师的行家秘诀.如果你正在寻找一..."
大人的科学：浪漫四季星空灯,豆瓣图书标签: 手工,日本学研教育出版 / 马颖瑞 / 北京联合出版公司 / 2013-12 / 188.0,(204人评价),"★科技文艺跨界主题书 + 日本原装DIY模型
★10年畅销2,000,000套，日本科学手作第一品牌，首度正版引进
★重拾童年的回忆，和最爱的人一起分享幸福..."
haru的橡皮章生活,豆瓣图书标签: 手工,haru 著、廖家威 摄影 / 化学工业 / 2009-6 / 28.00元,(930人评价),《我的手工时间:haru橡皮章生活》内容由浅入深、循序渐进，以刻章相关的各种技法结合生活主题作为章节分类。台湾人气橡皮章达人haru的心得和许多独门绝招、冷...
从零开始学缝纫,豆瓣图书标签: 手工,日本成美堂出版编辑部 / 赵怡凡 / 河南科学技术出版社 / 2013-5 / 36.00元,(22人评价),"内容简介：
本书从手缝的基本技巧和缝纫机的熟练使用开始讲解，以图文并茂的形式拆解了各种缝纫手法和技巧，并通过实例对日常生活中的基础缝纫道具和实用小物件的正确..."
把刺绣变简单,豆瓣图书标签: 手工,邓美华 / 河南科学技术出版社 / 2011-7 / 39.80元,(179人评价),把刺绣变简单》最多变化的刺绣图案，最清楚的stepbystep针法步骤图拆解，20种基础绣法+30种延伸针法详细教学，跟着做就能完成超多花样；绝对受用的技巧...
青木和子的唯美刺绣,豆瓣图书标签: 手工,青木和子 / 何凝一 / 河南科学技术出版社 / 2011-12 / 28.00元,(303人评价),"在青木和子看来，与玫瑰的邂逅似乎是“命中注定”！种植玫瑰、观赏玫瑰、刺绣玫瑰，已成为她生活中不可或缺的一部分，日子过得幸福而充实，令人羡慕。
本书甄选了29..."
玩转手工100招,豆瓣图书标签: 手工,（日）主妇之友社 / 杨彩裙 / 河南科学技术出版社 / 2010-11 / 38.80元,(103人评价),你是否觉得自己不擅长缝纽扣，甚至觉得穿针引线都是件很麻烦的事？其实只要掌握其中的小窍门，这些针线活对于你来说都再简单不过了。正要出门时发现裙子的下摆开线了，...
皮革工藝. vol.9 基礎技法篇,豆瓣图书标签: 手工,高橋矩彥 / 李信伶 / 楓書坊文化出版社 / 2011-1-15 / NT320,(55人评价),介绍了皮革工艺的基础知识，皮革知识。系统的介绍了日本的皮革工艺所用到的工具，材料，染料使用维修保养等技法，制作成品制作纸型等，是每个做手工的皮革工艺人都要用...
大模型：改变世界的十大机械,豆瓣图书标签: 手工,[美] 菲尔•科尼利亚罗·、西奥·贝克 / 朱晨迪 / 后浪丨北京联合出版公司 / 2017-7 / 168.00元,(少于10人评价),"超大尺寸、可以移动的精美模型，带你感受动手的乐趣与魅力
每个机械配有详尽的科普介绍，一起探寻它们强大的本源
...................
※编辑推..."
﻿如何在爱中修行,豆瓣图书标签: 两性,[美] 芭芭拉•安吉丽思 / 任永欣 / 北京日报出版社 / 2016-10-1 / 49.80元,(282人评价),"每个在爱中的人都绝望地发现自己深陷一个迷局：无论多么相爱，都无法避免伤痛、愤懑、恐惧和失望。即使费尽力气，也无法使自己在爱中处于主动地位。
《如何在爱中修行..."
